frame,Alice0,Alice1,Bob0,Bob1,pulse_score,Alice0_excess,Alice1_excess,Bob0_excess,Bob1_excess,is_pulse,total
642,117908.0,160601.0,76424.0,140459.0,0.0,0.0,0.0,0.0,0.0,False,495392.0
643,119274.0,162619.0,75208.0,141014.0,0.0,0.0,0.0,0.0,0.0,False,498115.0
644,117652.0,158369.0,74688.0,139490.0,0.0,0.0,0.0,0.0,0.0,False,490199.0
645,117922.0,158420.0,73634.0,139826.0,0.0,0.0,0.0,0.0,0.0,False,489802.0
646,117888.0,160832.0,73145.0,139777.0,0.0,0.0,0.0,0.0,0.0,False,491642.0
647,116468.0,160876.0,72974.0,138642.0,0.0,0.0,0.0,0.0,0.0,False,488960.0
648,116414.0,160701.0,72045.0,138505.0,0.0,0.0,0.0,0.0,0.0,False,487665.0
649,119469.0,165401.0,72425.0,140060.0,0.0,0.0,0.0,0.0,0.0,False,497355.0
650,118870.0,163860.0,72424.0,139925.0,0.0,0.0,0.0,0.0,0.0,False,495079.0
651,112524.0,165635.0,72445.0,139026.0,0.0,0.0,0.0,0.0,0.0,False,489630.0
652,112358.0,165432.0,72343.0,139049.0,0.0,0.0,0.0,0.0,0.0,False,489182.0
653,116425.0,169962.0,73390.0,140117.0,0.0,0.0,0.0,0.0,0.0,False,499894.0
654,114573.0,169484.0,73696.0,140134.0,0.0,0.0,0.0,0.0,0.0,False,497887.0
655,114469.0,171289.0,73670.0,140070.0,0.0,0.0,0.0,0.0,0.0,False,499498.0
656,119826.0,167140.0,73239.0,125890.0,0.0,0.0,0.0,0.0,0.0,False,486095.0
657,120372.0,167746.0,74587.0,125993.0,0.0,0.0,0.0,0.0,0.0,False,488698.0
658,121176.0,167759.0,74565.0,126007.0,0.0,0.0,0.0,0.0,0.0,False,489507.0
659,122036.0,168120.0,75751.0,124363.0,0.0,0.0,0.0,0.0,0.0,False,490270.0
660,121500.0,165896.0,75426.0,123788.0,0.0,0.0,0.0,0.0,0.0,False,486610.0
661,112262.0,165977.0,77268.0,125090.0,0.0,0.0,0.0,0.0,0.0,False,480597.0
662,112438.0,165967.0,77464.0,125141.0,0.0,0.0,0.0,0.0,0.0,False,481010.0
663,112367.0,166169.0,79036.0,123785.0,0.0,0.0,0.0,0.0,0.0,False,481357.0
664,112286.0,165489.0,78474.0,123622.0,0.0,0.0,0.0,0.0,0.0,False,479871.0
665,114243.0,169575.0,81042.0,138249.0,0.0,0.0,0.0,0.0,0.0,False,503109.0
666,112144.0,167612.0,79978.0,137189.0,0.0,0.0,0.0,0.0,0.0,False,496923.0
667,112019.0,169046.0,77806.0,138332.0,0.0,0.0,0.0,0.0,0.0,False,497203.0
668,116545.0,163661.0,76991.0,123885.0,0.0,0.0,0.0,0.0,0.0,False,481082.0
669,117989.0,167586.0,78464.0,123870.0,0.0,0.0,0.0,0.0,0.0,False,487909.0
670,119266.0,164585.0,77794.0,123930.0,0.0,0.0,0.0,0.0,0.0,False,485575.0
671,119689.0,166431.0,80873.0,122520.0,0.0,0.0,0.0,0.0,0.0,False,489513.0
672,117619.0,161966.0,80245.0,122432.0,0.0,0.0,0.0,0.0,0.0,False,482262.0
673,119690.0,164801.0,94263.0,191630.0,0.3686175550439763,0.0,0.0,0.0,0.3686175550439763,False,570384.0
674,128077.0,218692.0,93718.0,191387.0,0.5798157592953678,0.0,0.2201631413861533,0.0,0.3596526179092145,True,631874.0
675,112365.0,221523.0,80010.0,127219.0,0.28488473110019863,0.0,0.28488473110019863,0.0,0.0,False,541117.0
676,112288.0,160923.0,78873.0,126723.0,0.0,0.0,0.0,0.0,0.0,False,478807.0
677,117869.0,165822.0,79516.0,124887.0,0.0,0.0,0.0,0.0,0.0,False,488094.0
678,116722.0,162651.0,79345.0,124822.0,0.0,0.0,0.0,0.0,0.0,False,483540.0
679,113164.0,162439.0,79055.0,125059.0,0.0,0.0,0.0,0.0,0.0,False,479717.0
680,112692.0,167353.0,78406.0,125064.0,0.0,0.0,0.0,0.0,0.0,False,483515.0
681,115394.0,169595.0,79252.0,127423.0,0.0,0.0,0.0,0.0,0.0,False,491664.0
682,110332.0,169045.0,78657.0,127063.0,0.0,0.0,0.0,0.0,0.0,False,485097.0
683,109632.0,169876.0,77154.0,125455.0,0.0,0.0,0.0,0.0,0.0,False,482117.0
684,107996.0,160708.0,75755.0,125381.0,0.0,0.0,0.0,0.0,0.0,False,469840.0
685,114935.0,165167.0,76005.0,125725.0,0.0,0.0,0.0,0.0,0.0,False,481832.0
686,113452.0,161206.0,75613.0,125795.0,0.0,0.0,0.0,0.0,0.0,False,476066.0
687,115544.0,163569.0,75649.0,126106.0,0.0,0.0,0.0,0.0,0.0,False,480868.0
688,108881.0,160449.0,75508.0,125909.0,0.0,0.0,0.0,0.0,0.0,False,470747.0
689,112348.0,164610.0,75872.0,126579.0,0.0,0.0,0.0,0.0,0.0,False,479409.0
690,109481.0,162955.0,75238.0,126158.0,0.0,0.0,0.0,0.0,0.0,False,473832.0
691,111538.0,164796.0,75798.0,126927.0,0.0,0.0,0.0,0.0,0.0,False,479059.0
692,107484.0,160572.0,74788.0,126965.0,0.0,0.0,0.0,0.0,0.0,False,469809.0
693,108201.0,161737.0,74723.0,131268.0,0.0,0.0,0.0,0.0,0.0,False,475929.0
694,110045.0,162865.0,74044.0,129229.0,0.0,0.0,0.0,0.0,0.0,False,476183.0
695,109100.0,163433.0,74660.0,127546.0,0.0,0.0,0.0,0.0,0.0,False,474739.0
696,108260.0,158857.0,73827.0,126278.0,0.0,0.0,0.0,0.0,0.0,False,467222.0
697,111083.0,161998.0,73537.0,138876.0,0.0,0.0,0.0,0.0,0.0,False,485494.0
698,110366.0,163728.0,73612.0,138789.0,0.0,0.0,0.0,0.0,0.0,False,486495.0
699,113121.0,165410.0,73685.0,124665.0,0.0,0.0,0.0,0.0,0.0,False,476881.0
700,109137.0,161579.0,73230.0,124588.0,0.0,0.0,0.0,0.0,0.0,False,468534.0
701,109025.0,161643.0,71959.0,127278.0,0.0,0.0,0.0,0.0,0.0,False,469905.0
702,109865.0,161546.0,71436.0,127113.0,0.0,0.0,0.0,0.0,0.0,False,469960.0
703,108948.0,161740.0,71749.0,127757.0,0.0,0.0,0.0,0.0,0.0,False,470194.0
704,108681.0,160988.0,71487.0,127649.0,0.0,0.0,0.0,0.0,0.0,False,468805.0
705,122890.0,161012.0,84983.0,196392.0,0.5443008086889795,0.0,0.0,0.0,0.5443008086889795,False,565277.0
706,123051.0,218483.0,76130.0,195968.0,0.7440433220824421,0.0,0.2153850374475325,0.0,0.5286582846349095,False,613632.0
707,108665.0,218647.0,76516.0,196261.0,0.7586022220663616,0.0,0.21913436302616318,0.0,0.5394678590401984,True,600089.0
708,108939.0,218382.0,71849.0,128785.0,0.213076001572888,0.0,0.213076001572888,0.0,0.0,False,527955.0
709,112846.0,166343.0,71899.0,130616.0,0.0,0.0,0.0,0.0,0.0,False,481704.0
710,111372.0,164276.0,71886.0,130715.0,0.0,0.0,0.0,0.0,0.0,False,478249.0
711,112147.0,166313.0,72112.0,141346.0,0.0,0.0,0.0,0.0,0.0,False,491918.0
712,109392.0,161570.0,71962.0,141183.0,0.0,0.0,0.0,0.0,0.0,False,484107.0
713,113297.0,166186.0,62858.0,139727.0,0.0,0.0,0.0,0.0,0.0,False,482068.0
714,111793.0,162377.0,63152.0,139744.0,0.0,0.0,0.0,0.0,0.0,False,477066.0
715,112773.0,164062.0,72467.0,139353.0,0.0,0.0,0.0,0.0,0.0,False,488655.0
716,109729.0,159293.0,72450.0,139279.0,0.0,0.0,0.0,0.0,0.0,False,480751.0
717,112784.0,163467.0,73329.0,140070.0,0.0,0.0,0.0,0.0,0.0,False,489650.0
718,110428.0,162515.0,73440.0,140443.0,0.0,0.0,0.0,0.0,0.0,False,486826.0
719,110587.0,163299.0,73020.0,141973.0,0.0,0.0,0.0,0.0,0.0,False,488879.0
720,114813.0,160150.0,72891.0,141470.0,0.0,0.0,0.0,0.0,0.0,False,489324.0
721,118414.0,163645.0,71811.0,141959.0,0.0,0.0,0.0,0.0,0.0,False,495829.0
722,117098.0,163025.0,74933.0,141888.0,0.0,0.0,0.0,0.0,0.0,False,496944.0
723,117640.0,164796.0,75099.0,140860.0,0.0,0.0,0.0,0.0,0.0,False,498395.0
724,114149.0,160482.0,74977.0,140872.0,0.0,0.0,0.0,0.0,0.0,False,490480.0
725,116314.0,162107.0,78028.0,145163.0,0.0,0.0,0.0,0.0,0.0,False,501612.0
726,115494.0,163202.0,77755.0,143792.0,0.0,0.0,0.0,0.0,0.0,False,500243.0
727,116672.0,165252.0,78183.0,145315.0,0.0,0.0,0.0,0.0,0.0,False,505422.0
728,110618.0,161854.0,77023.0,140986.0,0.0,0.0,0.0,0.0,0.0,False,490481.0
729,117645.0,166835.0,77040.0,138835.0,0.0,0.0,0.0,0.0,0.0,False,500355.0
730,115460.0,165320.0,76591.0,138867.0,0.0,0.0,0.0,0.0,0.0,False,496238.0
731,116496.0,166737.0,77811.0,138872.0,0.0,0.0,0.0,0.0,0.0,False,499916.0
732,110702.0,162774.0,77459.0,138563.0,0.0,0.0,0.0,0.0,0.0,False,489498.0
733,112513.0,164757.0,71108.0,143210.0,0.0,0.0,0.0,0.0,0.0,False,491588.0
734,110344.0,163555.0,71490.0,140400.0,0.0,0.0,0.0,0.0,0.0,False,485789.0
735,116224.0,164130.0,71546.0,142747.0,0.0,0.0,0.0,0.0,0.0,False,494647.0
736,114875.0,162357.0,71236.0,139612.0,0.0,0.0,0.0,0.0,0.0,False,488080.0
737,115901.0,162754.0,71399.0,143661.0,0.0,0.0,0.0,0.0,0.0,False,493715.0
738,115110.0,168600.0,70971.0,142361.0,0.0,0.0,0.0,0.0,0.0,False,497042.0
739,115664.0,170502.0,71280.0,142922.0,0.0,0.0,0.0,0.0,0.0,False,500368.0
740,114289.0,167588.0,70142.0,140130.0,0.0,0.0,0.0,0.0,0.0,False,492149.0
741,114287.0,167569.0,71041.0,141334.0,0.0,0.0,0.0,0.0,0.0,False,494231.0
742,115255.0,167503.0,70772.0,141306.0,0.0,0.0,0.0,0.0,0.0,False,494836.0
743,114984.0,167170.0,70975.0,141419.0,0.0,0.0,0.0,0.0,0.0,False,494548.0
744,115007.0,167090.0,70664.0,140960.0,0.0,0.0,0.0,0.0,0.0,False,493721.0
745,120027.0,170186.0,71171.0,141834.0,0.0,0.0,0.0,0.0,0.0,False,503218.0
746,119580.0,162104.0,71145.0,142460.0,0.0,0.0,0.0,0.0,0.0,False,495289.0
747,115557.0,163707.0,70250.0,141142.0,0.0,0.0,0.0,0.0,0.0,False,490656.0
748,115390.0,159171.0,69989.0,140021.0,0.0,0.0,0.0,0.0,0.0,False,484571.0
749,113953.0,158993.0,71378.0,141931.0,0.0,0.0,0.0,0.0,0.0,False,486255.0
750,113561.0,157988.0,71324.0,141538.0,0.0,0.0,0.0,0.0,0.0,False,484411.0
751,115336.0,161612.0,73510.0,145253.0,0.0,0.0,0.0,0.0,0.0,False,495711.0
752,116559.0,157731.0,72031.0,142976.0,0.0,0.0,0.0,0.0,0.0,False,489297.0
753,116603.0,158788.0,72726.0,143390.0,0.0,0.0,0.0,0.0,0.0,False,491507.0
754,115044.0,156201.0,73631.0,141173.0,0.0,0.0,0.0,0.0,0.0,False,486049.0
755,113724.0,156467.0,73819.0,141990.0,0.0,0.0,0.0,0.0,0.0,False,486000.0
756,113650.0,156446.0,73840.0,141953.0,0.0,0.0,0.0,0.0,0.0,False,485889.0
757,114200.0,158106.0,73187.0,142324.0,0.0,0.0,0.0,0.0,0.0,False,487817.0
758,113873.0,153858.0,72929.0,142231.0,0.0,0.0,0.0,0.0,0.0,False,482891.0
759,114592.0,153959.0,73980.0,144126.0,0.0,0.0,0.0,0.0,0.0,False,486657.0
760,114327.0,153975.0,73693.0,143399.0,0.0,0.0,0.0,0.0,0.0,False,485394.0
761,114519.0,162425.0,72871.0,141487.0,0.0,0.0,0.0,0.0,0.0,False,491302.0
762,114554.0,158817.0,72406.0,141401.0,0.0,0.0,0.0,0.0,0.0,False,487178.0
763,115345.0,162098.0,80994.0,141493.0,0.0,0.0,0.0,0.0,0.0,False,499930.0
764,116929.0,160020.0,80531.0,144156.0,0.0,0.0,0.0,0.0,0.0,False,501636.0
765,116612.0,163159.0,81990.0,144403.0,0.0,0.0,0.0,0.0,0.0,False,506164.0
766,114768.0,158688.0,81456.0,142793.0,0.0,0.0,0.0,0.0,0.0,False,497705.0
767,152591.0,160724.0,141990.0,154417.0,0.949607531599042,0.0,0.0,0.949607531599042,0.0,True,609722.0
768,151716.0,159423.0,81627.0,152772.0,0.0,0.0,0.0,0.0,0.0,False,545538.0
769,116538.0,159396.0,84112.0,128736.0,0.0,0.0,0.0,0.0,0.0,False,488782.0
770,114383.0,153273.0,81399.0,128253.0,0.0,0.0,0.0,0.0,0.0,False,477308.0
771,114381.0,153741.0,81619.0,141450.0,0.0,0.0,0.0,0.0,0.0,False,491191.0
772,114260.0,153878.0,81658.0,140459.0,0.0,0.0,0.0,0.0,0.0,False,490255.0
773,113887.0,154015.0,81668.0,127295.0,0.0,0.0,0.0,0.0,0.0,False,476865.0
774,113700.0,153972.0,81410.0,126852.0,0.0,0.0,0.0,0.0,0.0,False,475934.0
775,114047.0,153319.0,82776.0,130578.0,0.0,0.0,0.0,0.0,0.0,False,480720.0
776,114975.0,153074.0,82325.0,128784.0,0.0,0.0,0.0,0.0,0.0,False,479158.0
777,114639.0,152757.0,81616.0,130306.0,0.0,0.0,0.0,0.0,0.0,False,479318.0
778,114201.0,152094.0,80626.0,128538.0,0.0,0.0,0.0,0.0,0.0,False,475459.0
779,119769.0,154688.0,81804.0,129886.0,0.0,0.0,0.0,0.0,0.0,False,486147.0
780,118253.0,153192.0,81192.0,129808.0,0.0,0.0,0.0,0.0,0.0,False,482445.0
781,119209.0,154992.0,81701.0,128817.0,0.0,0.0,0.0,0.0,0.0,False,484719.0
782,117716.0,151444.0,81129.0,128698.0,0.0,0.0,0.0,0.0,0.0,False,478987.0
783,114768.0,154596.0,81695.0,127602.0,0.0,0.0,0.0,0.0,0.0,False,478661.0
784,114341.0,158519.0,81550.0,125955.0,0.0,0.0,0.0,0.0,0.0,False,480365.0
785,116173.0,160985.0,82145.0,126163.0,0.0,0.0,0.0,0.0,0.0,False,485466.0
786,113885.0,151865.0,81919.0,125919.0,0.0,0.0,0.0,0.0,0.0,False,473588.0
787,116465.0,154458.0,81341.0,128153.0,0.0,0.0,0.0,0.0,0.0,False,480417.0
788,115031.0,154018.0,81298.0,128059.0,0.0,0.0,0.0,0.0,0.0,False,478406.0
789,116491.0,154438.0,76531.0,129148.0,0.0,0.0,0.0,0.0,0.0,False,476608.0
790,114793.0,152693.0,73918.0,128320.0,0.0,0.0,0.0,0.0,0.0,False,469724.0
791,118517.0,152729.0,73944.0,128380.0,0.0,0.0,0.0,0.0,0.0,False,473570.0
792,118707.0,152706.0,73858.0,128120.0,0.0,0.0,0.0,0.0,0.0,False,473391.0
793,117582.0,153324.0,80524.0,140977.0,0.0,0.0,0.0,0.0,0.0,False,492407.0
794,117331.0,153228.0,80124.0,140624.0,0.0,0.0,0.0,0.0,0.0,False,491307.0
795,115004.0,154667.0,80503.0,143972.0,0.0,0.0,0.0,0.0,0.0,False,494146.0
796,114865.0,153329.0,80485.0,142499.0,0.0,0.0,0.0,0.0,0.0,False,491178.0
797,114819.0,154338.0,80691.0,126285.0,0.0,0.0,0.0,0.0,0.0,False,476133.0
798,114052.0,159273.0,80081.0,125833.0,0.0,0.0,0.0,0.0,0.0,False,479239.0
799,116582.0,160989.0,79765.0,127249.0,0.0,0.0,0.0,0.0,0.0,False,484585.0
800,114718.0,156004.0,80095.0,127000.0,0.0,0.0,0.0,0.0,0.0,False,477817.0
801,114703.0,156039.0,87474.0,125174.0,0.0,0.0,0.0,0.0,0.0,False,483390.0
802,113239.0,154238.0,87048.0,125032.0,0.0,0.0,0.0,0.0,0.0,False,479557.0
803,118991.0,155962.0,80262.0,129500.0,0.0,0.0,0.0,0.0,0.0,False,484715.0
804,117837.0,161585.0,80390.0,129479.0,0.0,0.0,0.0,0.0,0.0,False,489291.0
805,127571.0,163787.0,80721.0,127292.0,0.0,0.0,0.0,0.0,0.0,False,499371.0
806,126552.0,159985.0,80461.0,127034.0,0.0,0.0,0.0,0.0,0.0,False,494032.0
807,122465.0,161974.0,80629.0,130448.0,0.0,0.0,0.0,0.0,0.0,False,495516.0
808,122322.0,155886.0,80618.0,130219.0,0.0,0.0,0.0,0.0,0.0,False,489045.0
809,124296.0,156337.0,72402.0,140462.0,0.0,0.0,0.0,0.0,0.0,False,493497.0
810,122130.0,155032.0,73154.0,139184.0,0.0,0.0,0.0,0.0,0.0,False,489500.0
811,123021.0,157201.0,73205.0,139862.0,0.0,0.0,0.0,0.0,0.0,False,493289.0
812,115173.0,155619.0,73244.0,139712.0,0.0,0.0,0.0,0.0,0.0,False,483748.0
813,115597.0,156204.0,74059.0,139697.0,0.0,0.0,0.0,0.0,0.0,False,485557.0
814,113968.0,155929.0,73816.0,143761.0,0.0,0.0,0.0,0.0,0.0,False,487474.0
815,116313.0,159731.0,79977.0,126562.0,0.0,0.0,0.0,0.0,0.0,False,482583.0
816,115423.0,157388.0,80017.0,126451.0,0.0,0.0,0.0,0.0,0.0,False,479279.0
817,116705.0,160309.0,79965.0,127324.0,0.0,0.0,0.0,0.0,0.0,False,484303.0
818,113354.0,156979.0,79280.0,127221.0,0.0,0.0,0.0,0.0,0.0,False,476834.0
819,115035.0,159043.0,79574.0,130211.0,0.0,0.0,0.0,0.0,0.0,False,483863.0
820,113866.0,158527.0,78564.0,127360.0,0.0,0.0,0.0,0.0,0.0,False,478317.0
821,115616.0,159368.0,70482.0,125845.0,0.0,0.0,0.0,0.0,0.0,False,471311.0
822,113432.0,158179.0,70168.0,124044.0,0.0,0.0,0.0,0.0,0.0,False,465823.0
823,114830.0,159474.0,68205.0,125006.0,0.0,0.0,0.0,0.0,0.0,False,467515.0
824,114025.0,161635.0,67404.0,124779.0,0.0,0.0,0.0,0.0,0.0,False,467843.0
825,115323.0,162066.0,67352.0,124578.0,0.0,0.0,0.0,0.0,0.0,False,469319.0
826,113478.0,161546.0,67118.0,124087.0,0.0,0.0,0.0,0.0,0.0,False,466229.0
827,115591.0,166629.0,66125.0,126788.0,0.0,0.0,0.0,0.0,0.0,False,475133.0
828,115583.0,166459.0,66198.0,126524.0,0.0,0.0,0.0,0.0,0.0,False,474764.0
829,116877.0,167549.0,72588.0,124685.0,0.0,0.0,0.0,0.0,0.0,False,481699.0
830,113830.0,162086.0,71872.0,124533.0,0.0,0.0,0.0,0.0,0.0,False,472321.0
831,115224.0,166276.0,71970.0,125258.0,0.0,0.0,0.0,0.0,0.0,False,478728.0
832,114313.0,164576.0,71954.0,125187.0,0.0,0.0,0.0,0.0,0.0,False,476030.0
833,116737.0,166036.0,72005.0,125242.0,0.0,0.0,0.0,0.0,0.0,False,480020.0
834,112484.0,161024.0,64944.0,125185.0,0.0,0.0,0.0,0.0,0.0,False,463637.0
835,113071.0,165898.0,66434.0,125261.0,0.0,0.0,0.0,0.0,0.0,False,470664.0
836,122752.0,165361.0,66357.0,125645.0,0.0,0.0,0.0,0.0,0.0,False,480115.0
837,123825.0,167493.0,66316.0,127274.0,0.0,0.0,0.0,0.0,0.0,False,484908.0
838,121237.0,161657.0,66001.0,127028.0,0.0,0.0,0.0,0.0,0.0,False,475923.0
839,123554.0,165480.0,67116.0,142500.0,0.0,0.0,0.0,0.0,0.0,False,498650.0
840,122662.0,164617.0,66426.0,141888.0,0.0,0.0,0.0,0.0,0.0,False,495593.0
841,123469.0,166408.0,66185.0,141864.0,0.0,0.0,0.0,0.0,0.0,False,497926.0
842,121286.0,161999.0,66799.0,140378.0,0.0,0.0,0.0,0.0,0.0,False,490462.0
843,114886.0,164628.0,66896.0,139101.0,0.0,0.0,0.0,0.0,0.0,False,485511.0
844,114735.0,165685.0,66884.0,139141.0,0.0,0.0,0.0,0.0,0.0,False,486445.0
845,121337.0,166096.0,75957.0,201875.0,0.7465837317749838,0.0,0.0,0.0,0.7465837317749838,False,565265.0
846,120412.0,215915.0,75895.0,201696.0,0.8966560160505928,0.0,0.15667608570409614,0.0,0.7399799303464967,True,613918.0
847,120593.0,215963.0,65064.0,140364.0,0.1577734492880856,0.0,0.1577734492880856,0.0,0.0,False,541984.0
848,112585.0,161455.0,65149.0,139942.0,0.0,0.0,0.0,0.0,0.0,False,479131.0
849,113491.0,161656.0,66076.0,140114.0,0.0,0.0,0.0,0.0,0.0,False,481337.0
850,113438.0,161331.0,65409.0,139744.0,0.0,0.0,0.0,0.0,0.0,False,479922.0
851,115983.0,165703.0,66334.0,143875.0,0.0,0.0,0.0,0.0,0.0,False,491895.0
852,114228.0,163458.0,66314.0,142098.0,0.0,0.0,0.0,0.0,0.0,False,486098.0
853,115780.0,163909.0,66234.0,141567.0,0.0,0.0,0.0,0.0,0.0,False,487490.0
854,113604.0,161930.0,67258.0,138707.0,0.0,0.0,0.0,0.0,0.0,False,481499.0
855,115166.0,163871.0,67955.0,141622.0,0.0,0.0,0.0,0.0,0.0,False,488614.0
856,113836.0,164523.0,67941.0,142591.0,0.0,0.0,0.0,0.0,0.0,False,488891.0
857,114909.0,166079.0,69375.0,127827.0,0.0,0.0,0.0,0.0,0.0,False,478190.0
858,113887.0,161720.0,67441.0,127131.0,0.0,0.0,0.0,0.0,0.0,False,470179.0
859,115634.0,167098.0,75517.0,128340.0,0.0,0.0,0.0,0.0,0.0,False,486589.0
860,115778.0,164356.0,75491.0,128447.0,0.0,0.0,0.0,0.0,0.0,False,484072.0
861,117177.0,164600.0,74772.0,139552.0,0.0,0.0,0.0,0.0,0.0,False,496101.0
862,113805.0,166463.0,74584.0,139193.0,0.0,0.0,0.0,0.0,0.0,False,494045.0
863,115236.0,170300.0,75514.0,126869.0,0.0,0.0,0.0,0.0,0.0,False,487919.0
864,113296.0,170560.0,78697.0,127140.0,0.0,0.0,0.0,0.0,0.0,False,489693.0
865,116476.0,172092.0,78767.0,126335.0,0.0,0.0,0.0,0.0,0.0,False,493670.0
866,113705.0,161806.0,74780.0,125927.0,0.0,0.0,0.0,0.0,0.0,False,476218.0
867,116255.0,164208.0,75328.0,141751.0,0.0,0.0,0.0,0.0,0.0,False,497542.0
868,114530.0,164351.0,75273.0,141191.0,0.0,0.0,0.0,0.0,0.0,False,495345.0
869,116192.0,166115.0,75110.0,128363.0,0.0,0.0,0.0,0.0,0.0,False,485780.0
870,113685.0,161084.0,74501.0,128095.0,0.0,0.0,0.0,0.0,0.0,False,477365.0
871,114377.0,166111.0,79425.0,128216.0,0.0,0.0,0.0,0.0,0.0,False,488129.0
872,113437.0,164314.0,79212.0,130010.0,0.0,0.0,0.0,0.0,0.0,False,486973.0
873,115440.0,166291.0,74891.0,127776.0,0.0,0.0,0.0,0.0,0.0,False,484398.0
874,113100.0,162416.0,74767.0,127280.0,0.0,0.0,0.0,0.0,0.0,False,477563.0
875,116197.0,167429.0,74726.0,129483.0,0.0,0.0,0.0,0.0,0.0,False,487835.0
876,114791.0,164167.0,74778.0,129504.0,0.0,0.0,0.0,0.0,0.0,False,483240.0
877,117063.0,166244.0,75796.0,129310.0,0.0,0.0,0.0,0.0,0.0,False,488413.0
878,114181.0,160338.0,78551.0,129026.0,0.0,0.0,0.0,0.0,0.0,False,482096.0
879,117016.0,163150.0,78701.0,125211.0,0.0,0.0,0.0,0.0,0.0,False,484078.0
880,115375.0,163564.0,78683.0,125101.0,0.0,0.0,0.0,0.0,0.0,False,482723.0
881,116713.0,165007.0,78858.0,124534.0,0.0,0.0,0.0,0.0,0.0,False,485112.0
882,112978.0,158732.0,78739.0,124311.0,0.0,0.0,0.0,0.0,0.0,False,474760.0
883,116018.0,163581.0,79126.0,126875.0,0.0,0.0,0.0,0.0,0.0,False,485600.0
884,115450.0,160623.0,75307.0,126899.0,0.0,0.0,0.0,0.0,0.0,False,478279.0
885,113652.0,162942.0,75479.0,125446.0,0.0,0.0,0.0,0.0,0.0,False,477519.0
886,112154.0,157608.0,75184.0,125417.0,0.0,0.0,0.0,0.0,0.0,False,470363.0
887,112712.0,157710.0,77858.0,128632.0,0.0,0.0,0.0,0.0,0.0,False,476912.0
888,114330.0,163459.0,77118.0,127372.0,0.0,0.0,0.0,0.0,0.0,False,482279.0
889,114016.0,163674.0,77580.0,130934.0,0.0,0.0,0.0,0.0,0.0,False,486204.0
890,113041.0,161920.0,76665.0,129066.0,0.0,0.0,0.0,0.0,0.0,False,480692.0
891,114103.0,164100.0,82037.0,129493.0,0.0,0.0,0.0,0.0,0.0,False,489733.0
892,113485.0,163116.0,81739.0,129269.0,0.0,0.0,0.0,0.0,0.0,False,487609.0
893,113815.0,164215.0,82056.0,129414.0,0.0,0.0,0.0,0.0,0.0,False,489500.0
894,113576.0,159212.0,81684.0,129086.0,0.0,0.0,0.0,0.0,0.0,False,483558.0
895,114187.0,162843.0,83207.0,129336.0,0.0,0.0,0.0,0.0,0.0,False,489573.0
896,113289.0,159056.0,79207.0,129075.0,0.0,0.0,0.0,0.0,0.0,False,480627.0
897,118126.0,161167.0,79286.0,128362.0,0.0,0.0,0.0,0.0,0.0,False,486941.0
898,116909.0,158210.0,79889.0,128227.0,0.0,0.0,0.0,0.0,0.0,False,483235.0
899,114623.0,160403.0,79953.0,128716.0,0.0,0.0,0.0,0.0,0.0,False,483695.0
900,114134.0,160260.0,79947.0,128597.0,0.0,0.0,0.0,0.0,0.0,False,482938.0
901,113846.0,161013.0,79941.0,129897.0,0.0,0.0,0.0,0.0,0.0,False,484697.0
902,112466.0,151734.0,79782.0,129876.0,0.0,0.0,0.0,0.0,0.0,False,473858.0
903,162371.0,155998.0,143265.0,139436.0,1.0,0.0,0.0,1.0,0.0,True,601070.0
904,160334.0,162432.0,142261.0,136256.0,0.9603184013532848,0.0,0.0,0.9603184013532848,0.0,False,601283.0
905,161860.0,163291.0,79897.0,133176.0,0.0,0.0,0.0,0.0,0.0,False,538224.0
906,113194.0,151531.0,78274.0,128849.0,0.0,0.0,0.0,0.0,0.0,False,471848.0
907,115654.0,152959.0,79459.0,127289.0,0.0,0.0,0.0,0.0,0.0,False,475361.0
908,113879.0,142648.0,79096.0,127073.0,0.0,0.0,0.0,0.0,0.0,False,462696.0
909,115481.0,146237.0,80093.0,125263.0,0.0,0.0,0.0,0.0,0.0,False,467074.0
910,113018.0,145273.0,84192.0,125423.0,0.0,0.0,0.0,0.0,0.0,False,467906.0
911,115132.0,147280.0,84159.0,124131.0,0.0,0.0,0.0,0.0,0.0,False,470702.0
912,113549.0,143654.0,82059.0,124024.0,0.0,0.0,0.0,0.0,0.0,False,463286.0
913,115695.0,143779.0,82117.0,125936.0,0.0,0.0,0.0,0.0,0.0,False,467527.0
914,112792.0,157603.0,81953.0,125931.0,0.0,0.0,0.0,0.0,0.0,False,478279.0
915,115460.0,159830.0,74511.0,127225.0,0.0,0.0,0.0,0.0,0.0,False,477026.0
916,114598.0,157921.0,75607.0,126562.0,0.0,0.0,0.0,0.0,0.0,False,474688.0
917,114176.0,160550.0,75426.0,127673.0,0.0,0.0,0.0,0.0,0.0,False,477825.0
918,112895.0,158291.0,75209.0,126580.0,0.0,0.0,0.0,0.0,0.0,False,472975.0
919,116249.0,160726.0,75225.0,125704.0,0.0,0.0,0.0,0.0,0.0,False,477904.0
920,114407.0,153165.0,75142.0,125665.0,0.0,0.0,0.0,0.0,0.0,False,468379.0
921,115824.0,154344.0,75286.0,125787.0,0.0,0.0,0.0,0.0,0.0,False,471241.0
922,113510.0,150089.0,74344.0,127794.0,0.0,0.0,0.0,0.0,0.0,False,465737.0
