frame,Alice0,Alice1,Bob0,Bob1,pulse_score,Alice0_excess,Alice1_excess,Bob0_excess,Bob1_excess,is_pulse,total
90,112179.0,165247.0,140601.0,135950.0,0.8947093836704688,0.0,0.0,0.8947093836704688,0.0,False,553977.0
91,155559.0,164948.0,140737.0,146017.0,0.9000845802999043,0.0,0.0,0.9000845802999043,0.0,True,607261.0
92,154211.0,166266.0,74699.0,145537.0,0.0,0.0,0.0,0.0,0.0,False,540713.0
93,117746.0,166021.0,74853.0,136088.0,0.0,0.0,0.0,0.0,0.0,False,494708.0
94,117062.0,136802.0,74829.0,135865.0,0.0,0.0,0.0,0.0,0.0,False,464558.0
95,110131.0,137573.0,74516.0,133941.0,0.0,0.0,0.0,0.0,0.0,False,456161.0
96,109427.0,134816.0,74296.0,133726.0,0.0,0.0,0.0,0.0,0.0,False,452265.0
97,117187.0,138189.0,74485.0,133507.0,0.0,0.0,0.0,0.0,0.0,False,463368.0
98,115640.0,136048.0,73740.0,132884.0,0.0,0.0,0.0,0.0,0.0,False,458312.0
99,117127.0,138374.0,73798.0,133369.0,0.0,0.0,0.0,0.0,0.0,False,462668.0
100,114889.0,134068.0,73740.0,133204.0,0.0,0.0,0.0,0.0,0.0,False,455901.0
101,111876.0,136520.0,73804.0,135185.0,0.0,0.0,0.0,0.0,0.0,False,457385.0
102,111181.0,134451.0,79731.0,134947.0,0.0,0.0,0.0,0.0,0.0,False,460310.0
103,111294.0,138150.0,79837.0,134315.0,0.0,0.0,0.0,0.0,0.0,False,463596.0
104,110376.0,134190.0,79749.0,133904.0,0.0,0.0,0.0,0.0,0.0,False,458219.0
105,113187.0,137885.0,73387.0,135676.0,0.0,0.0,0.0,0.0,0.0,False,460135.0
106,112013.0,134366.0,73430.0,135092.0,0.0,0.0,0.0,0.0,0.0,False,454901.0
107,111831.0,137651.0,74287.0,135342.0,0.0,0.0,0.0,0.0,0.0,False,459111.0
108,109845.0,134700.0,74122.0,132715.0,0.0,0.0,0.0,0.0,0.0,False,451382.0
109,113103.0,134807.0,72945.0,134009.0,0.0,0.0,0.0,0.0,0.0,False,454864.0
110,112642.0,148150.0,74670.0,133167.0,0.0,0.0,0.0,0.0,0.0,False,468629.0
111,112935.0,149081.0,74708.0,134774.0,0.0,0.0,0.0,0.0,0.0,False,471498.0
112,110364.0,145133.0,74121.0,133365.0,0.0,0.0,0.0,0.0,0.0,False,462983.0
113,112236.0,146791.0,75715.0,137576.0,0.0,0.0,0.0,0.0,0.0,False,472318.0
114,110450.0,146433.0,74803.0,134157.0,0.0,0.0,0.0,0.0,0.0,False,465843.0
115,118409.0,146619.0,75182.0,144749.0,0.0,0.0,0.0,0.0,0.0,False,484959.0
116,117104.0,133803.0,75419.0,143373.0,0.0,0.0,0.0,0.0,0.0,False,469699.0
117,110992.0,134709.0,75520.0,144326.0,0.0,0.0,0.0,0.0,0.0,False,465547.0
118,110797.0,135056.0,75510.0,144380.0,0.0,0.0,0.0,0.0,0.0,False,465743.0
119,114406.0,135353.0,80605.0,132002.0,0.0,0.0,0.0,0.0,0.0,False,462366.0
120,110700.0,144828.0,80543.0,131906.0,0.0,0.0,0.0,0.0,0.0,False,467977.0
121,112719.0,147450.0,81484.0,135617.0,0.0,0.0,0.0,0.0,0.0,False,477270.0
122,111093.0,145062.0,80307.0,132653.0,0.0,0.0,0.0,0.0,0.0,False,469115.0
123,111771.0,145794.0,74846.0,137350.0,0.0,0.0,0.0,0.0,0.0,False,469761.0
124,109704.0,135426.0,80020.0,134580.0,0.0,0.0,0.0,0.0,0.0,False,459730.0
125,111949.0,136540.0,80879.0,137003.0,0.0,0.0,0.0,0.0,0.0,False,466371.0
126,110981.0,135372.0,71608.0,134699.0,0.0,0.0,0.0,0.0,0.0,False,452660.0
127,112096.0,137207.0,74049.0,146015.0,0.0,0.0,0.0,0.0,0.0,False,469367.0
128,109479.0,136414.0,70971.0,144028.0,0.0,0.0,0.0,0.0,0.0,False,460892.0
129,110502.0,136691.0,71134.0,142648.0,0.0,0.0,0.0,0.0,0.0,False,460975.0
130,110239.0,135750.0,71113.0,142719.0,0.0,0.0,0.0,0.0,0.0,False,459821.0
131,109043.0,135354.0,69723.0,128555.0,0.0,0.0,0.0,0.0,0.0,False,442675.0
132,108306.0,147781.0,69589.0,128461.0,0.0,0.0,0.0,0.0,0.0,False,454137.0
133,108298.0,147858.0,69696.0,128569.0,0.0,0.0,0.0,0.0,0.0,False,454421.0
134,108349.0,147833.0,69624.0,128336.0,0.0,0.0,0.0,0.0,0.0,False,454142.0
135,108234.0,147852.0,67917.0,128414.0,0.0,0.0,0.0,0.0,0.0,False,452417.0
136,108688.0,147794.0,67670.0,129828.0,0.0,0.0,0.0,0.0,0.0,False,453980.0
137,113032.0,154083.0,69464.0,131948.0,0.0,0.0,0.0,0.0,0.0,False,468527.0
138,108167.0,152409.0,73499.0,126724.0,0.0,0.0,0.0,0.0,0.0,False,460799.0
139,108203.0,151553.0,73780.0,126999.0,0.0,0.0,0.0,0.0,0.0,False,460535.0
140,108014.0,152510.0,73256.0,126661.0,0.0,0.0,0.0,0.0,0.0,False,460441.0
141,120208.0,152980.0,75037.0,130793.0,0.0,0.0,0.0,0.0,0.0,False,479018.0
142,119339.0,166555.0,74723.0,129936.0,0.0,0.0,0.0,0.0,0.0,False,490553.0
143,117280.0,167371.0,75042.0,129873.0,0.0,0.0,0.0,0.0,0.0,False,489566.0
144,116358.0,150483.0,74281.0,128921.0,0.0,0.0,0.0,0.0,0.0,False,470043.0
145,111179.0,150639.0,74464.0,127974.0,0.0,0.0,0.0,0.0,0.0,False,464256.0
146,110794.0,170256.0,67828.0,127628.0,0.0,0.0,0.0,0.0,0.0,False,476506.0
147,112277.0,171983.0,67930.0,127942.0,0.0,0.0,0.0,0.0,0.0,False,480132.0
148,109842.0,151469.0,67687.0,127545.0,0.0,0.0,0.0,0.0,0.0,False,456543.0
149,115106.0,154187.0,67770.0,127552.0,0.0,0.0,0.0,0.0,0.0,False,464615.0
150,114334.0,151707.0,67638.0,127116.0,0.0,0.0,0.0,0.0,0.0,False,460795.0
151,122435.0,152955.0,67595.0,167525.0,0.0,0.0,0.0,0.0,0.0,False,510510.0
152,121073.0,199949.0,67575.0,153551.0,0.0,0.0,0.0,0.0,0.0,False,542148.0
153,115546.0,202406.0,83516.0,153655.0,0.0,0.0,0.0,0.0,0.0,False,555123.0
154,113709.0,142282.0,83558.0,153597.0,0.0,0.0,0.0,0.0,0.0,False,493146.0
155,115558.0,144037.0,70534.0,124469.0,0.0,0.0,0.0,0.0,0.0,False,454598.0
156,113685.0,141820.0,70148.0,124254.0,0.0,0.0,0.0,0.0,0.0,False,449907.0
157,117013.0,144923.0,71162.0,129236.0,0.0,0.0,0.0,0.0,0.0,False,462334.0
158,115527.0,141737.0,69531.0,129146.0,0.0,0.0,0.0,0.0,0.0,False,455941.0
159,116461.0,145062.0,69574.0,128843.0,0.0,0.0,0.0,0.0,0.0,False,459940.0
160,113870.0,142575.0,70104.0,128639.0,0.0,0.0,0.0,0.0,0.0,False,455188.0
161,109822.0,142735.0,70174.0,130064.0,0.0,0.0,0.0,0.0,0.0,False,452795.0
162,109763.0,156078.0,70185.0,129843.0,0.0,0.0,0.0,0.0,0.0,False,465869.0
163,110552.0,158796.0,68703.0,141351.0,0.0,0.0,0.0,0.0,0.0,False,479402.0
164,109139.0,154429.0,68565.0,132413.0,0.0,0.0,0.0,0.0,0.0,False,464546.0
165,115740.0,159680.0,69040.0,132492.0,0.0,0.0,0.0,0.0,0.0,False,476952.0
166,114052.0,158163.0,72966.0,132447.0,0.0,0.0,0.0,0.0,0.0,False,477628.0
167,115904.0,159277.0,73083.0,127615.0,0.0,0.0,0.0,0.0,0.0,False,475879.0
168,113057.0,156450.0,67705.0,127375.0,0.0,0.0,0.0,0.0,0.0,False,464587.0
169,110679.0,159707.0,67975.0,128266.0,0.0,0.0,0.0,0.0,0.0,False,466627.0
170,110102.0,157970.0,67151.0,128089.0,0.0,0.0,0.0,0.0,0.0,False,463312.0
171,110996.0,158612.0,67161.0,127364.0,0.0,0.0,0.0,0.0,0.0,False,464133.0
172,109443.0,144155.0,74536.0,127242.0,0.0,0.0,0.0,0.0,0.0,False,455376.0
173,115999.0,147030.0,74699.0,127597.0,0.0,0.0,0.0,0.0,0.0,False,465325.0
174,114441.0,143737.0,74716.0,127815.0,0.0,0.0,0.0,0.0,0.0,False,460709.0
175,115565.0,145032.0,74099.0,127206.0,0.0,0.0,0.0,0.0,0.0,False,461902.0
176,112984.0,142909.0,74028.0,127135.0,0.0,0.0,0.0,0.0,0.0,False,457056.0
177,117035.0,142941.0,73853.0,128493.0,0.0,0.0,0.0,0.0,0.0,False,462322.0
178,116065.0,166788.0,73765.0,128394.0,0.0,0.0,0.0,0.0,0.0,False,485012.0
179,119143.0,166911.0,84026.0,196242.0,0.5387668968773981,0.0,0.0,0.0,0.5387668968773981,False,566322.0
180,118897.0,241490.0,78207.0,195763.0,1.2624603921242312,0.0,0.741365120298483,0.0,0.5210952718257483,True,634357.0
181,113410.0,243935.0,78534.0,127803.0,0.7972620778579463,0.0,0.7972620778579463,0.0,0.0,False,563682.0
182,111387.0,179838.0,75064.0,128042.0,0.0,0.0,0.0,0.0,0.0,False,494331.0
183,113969.0,180560.0,74786.0,127598.0,0.0,0.0,0.0,0.0,0.0,False,496913.0
184,110347.0,176143.0,74240.0,128135.0,0.0,0.0,0.0,0.0,0.0,False,488865.0
185,111116.0,179817.0,74504.0,128124.0,0.0,0.0,0.0,0.0,0.0,False,493561.0
186,110279.0,176372.0,74480.0,128168.0,0.0,0.0,0.0,0.0,0.0,False,489299.0
187,110250.0,178030.0,74392.0,125493.0,0.0,0.0,0.0,0.0,0.0,False,488165.0
188,109347.0,167652.0,74275.0,125499.0,0.0,0.0,0.0,0.0,0.0,False,476773.0
189,114161.0,170150.0,73847.0,128130.0,0.0,0.0,0.0,0.0,0.0,False,486288.0
190,112708.0,171084.0,73570.0,128046.0,0.0,0.0,0.0,0.0,0.0,False,485408.0
191,112820.0,170874.0,73896.0,124017.0,0.0,0.0,0.0,0.0,0.0,False,481607.0
192,109821.0,177497.0,72981.0,123736.0,0.0,0.0,0.0,0.0,0.0,False,484035.0
193,113706.0,178702.0,73236.0,128234.0,0.0,0.0,0.0,0.0,0.0,False,493878.0
194,113089.0,160533.0,73126.0,128337.0,0.0,0.0,0.0,0.0,0.0,False,475085.0
195,113292.0,163931.0,73124.0,128903.0,0.0,0.0,0.0,0.0,0.0,False,479250.0
196,109664.0,158136.0,78966.0,128787.0,0.0,0.0,0.0,0.0,0.0,False,475553.0
197,122234.0,159658.0,79959.0,130300.0,0.0,0.0,0.0,0.0,0.0,False,492151.0
198,121615.0,157734.0,79858.0,126941.0,0.0,0.0,0.0,0.0,0.0,False,486148.0
199,124374.0,158354.0,80466.0,128184.0,0.0,0.0,0.0,0.0,0.0,False,491378.0
200,122580.0,156914.0,73576.0,125620.0,0.0,0.0,0.0,0.0,0.0,False,478690.0
201,114940.0,159056.0,74047.0,139975.0,0.0,0.0,0.0,0.0,0.0,False,488018.0
202,115133.0,157464.0,73893.0,138895.0,0.0,0.0,0.0,0.0,0.0,False,485385.0
203,115773.0,157797.0,74007.0,131082.0,0.0,0.0,0.0,0.0,0.0,False,478659.0
204,114370.0,168705.0,73789.0,130433.0,0.0,0.0,0.0,0.0,0.0,False,487297.0
205,114299.0,168843.0,74413.0,142402.0,0.0,0.0,0.0,0.0,0.0,False,499957.0
206,114688.0,168696.0,87436.0,142179.0,0.0,0.0,0.0,0.0,0.0,False,512999.0
207,121908.0,166435.0,87488.0,194438.0,0.4722123841567795,0.0,0.0,0.0,0.4722123841567795,False,570269.0
208,122226.0,226431.0,74710.0,194239.0,0.861960885383203,0.0,0.39709015756312144,0.0,0.4648707278200816,True,617606.0
209,115234.0,226836.0,75038.0,126685.0,0.4063491628030325,0.0,0.4063491628030325,0.0,0.0,False,543793.0
210,114532.0,157190.0,75056.0,126870.0,0.0,0.0,0.0,0.0,0.0,False,473648.0
211,114456.0,155592.0,75388.0,126923.0,0.0,0.0,0.0,0.0,0.0,False,472359.0
212,114538.0,155503.0,75019.0,126646.0,0.0,0.0,0.0,0.0,0.0,False,471706.0
213,116261.0,155537.0,67429.0,126282.0,0.0,0.0,0.0,0.0,0.0,False,465509.0
214,115453.0,170133.0,67472.0,126305.0,0.0,0.0,0.0,0.0,0.0,False,479363.0
215,116486.0,170100.0,67094.0,126342.0,0.0,0.0,0.0,0.0,0.0,False,480022.0
216,115147.0,168102.0,68293.0,126274.0,0.0,0.0,0.0,0.0,0.0,False,477816.0
217,115912.0,168218.0,68340.0,126638.0,0.0,0.0,0.0,0.0,0.0,False,479108.0
218,115652.0,164420.0,73504.0,126461.0,0.0,0.0,0.0,0.0,0.0,False,480037.0
219,115653.0,164605.0,73658.0,128954.0,0.0,0.0,0.0,0.0,0.0,False,482870.0
220,114042.0,167536.0,73903.0,128531.0,0.0,0.0,0.0,0.0,0.0,False,484012.0
221,115899.0,169298.0,74021.0,128803.0,0.0,0.0,0.0,0.0,0.0,False,488021.0
222,116016.0,157537.0,73959.0,128790.0,0.0,0.0,0.0,0.0,0.0,False,476302.0
223,117376.0,160194.0,73898.0,131207.0,0.0,0.0,0.0,0.0,0.0,False,482675.0
224,115346.0,157461.0,73819.0,131007.0,0.0,0.0,0.0,0.0,0.0,False,477633.0
225,117059.0,160099.0,74087.0,130167.0,0.0,0.0,0.0,0.0,0.0,False,481412.0
226,115652.0,144928.0,73706.0,128882.0,0.0,0.0,0.0,0.0,0.0,False,463168.0
227,116120.0,146720.0,67693.0,130021.0,0.0,0.0,0.0,0.0,0.0,False,460554.0
228,122452.0,144799.0,67390.0,131371.0,0.0,0.0,0.0,0.0,0.0,False,466012.0
229,123936.0,144846.0,67453.0,132134.0,0.0,0.0,0.0,0.0,0.0,False,468369.0
230,122317.0,157619.0,65751.0,132239.0,0.0,0.0,0.0,0.0,0.0,False,477926.0
231,111005.0,159988.0,65494.0,131399.0,0.0,0.0,0.0,0.0,0.0,False,467886.0
232,110468.0,157658.0,66217.0,131136.0,0.0,0.0,0.0,0.0,0.0,False,465479.0
233,113364.0,162057.0,66285.0,130289.0,0.0,0.0,0.0,0.0,0.0,False,471995.0
234,111589.0,160407.0,66264.0,130237.0,0.0,0.0,0.0,0.0,0.0,False,468497.0
235,121276.0,160334.0,66953.0,194167.0,0.46221445015052254,0.0,0.0,0.0,0.46221445015052254,False,542730.0
236,119108.0,217343.0,80181.0,194069.0,0.6479216134280721,0.0,0.18932265232778273,0.0,0.45859896110028936,True,610701.0
237,112466.0,217696.0,80289.0,155899.0,0.1973928470183719,0.0,0.1973928470183719,0.0,0.0,False,566350.0
238,113077.0,159879.0,67035.0,155871.0,0.0,0.0,0.0,0.0,0.0,False,495862.0
239,112264.0,162237.0,67129.0,142805.0,0.0,0.0,0.0,0.0,0.0,False,484435.0
240,114410.0,157620.0,66952.0,142635.0,0.0,0.0,0.0,0.0,0.0,False,481617.0
241,116741.0,162136.0,67729.0,144135.0,0.0,0.0,0.0,0.0,0.0,False,490741.0
242,115399.0,159206.0,68176.0,143548.0,0.0,0.0,0.0,0.0,0.0,False,486329.0
243,117242.0,162253.0,68295.0,139808.0,0.0,0.0,0.0,0.0,0.0,False,487598.0
244,114761.0,157500.0,68640.0,139531.0,0.0,0.0,0.0,0.0,0.0,False,480432.0
245,115592.0,157547.0,68862.0,144072.0,0.0,0.0,0.0,0.0,0.0,False,486073.0
246,114858.0,158545.0,68759.0,143524.0,0.0,0.0,0.0,0.0,0.0,False,485686.0
247,114551.0,158691.0,69499.0,143021.0,0.0,0.0,0.0,0.0,0.0,False,485762.0
248,114759.0,157483.0,68977.0,141686.0,0.0,0.0,0.0,0.0,0.0,False,482905.0
249,113947.0,157499.0,68843.0,141512.0,0.0,0.0,0.0,0.0,0.0,False,481801.0
250,114101.0,145577.0,68759.0,141214.0,0.0,0.0,0.0,0.0,0.0,False,469651.0
251,118090.0,148625.0,68956.0,141291.0,0.0,0.0,0.0,0.0,0.0,False,476962.0
252,117951.0,147390.0,74943.0,142448.0,0.0,0.0,0.0,0.0,0.0,False,482732.0
253,117703.0,148815.0,75206.0,141663.0,0.0,0.0,0.0,0.0,0.0,False,483387.0
254,114478.0,157324.0,74934.0,141323.0,0.0,0.0,0.0,0.0,0.0,False,488059.0
255,118109.0,157838.0,75214.0,142071.0,0.0,0.0,0.0,0.0,0.0,False,493232.0
256,116673.0,168870.0,74692.0,141299.0,0.0,0.0,0.0,0.0,0.0,False,501534.0
257,119064.0,168338.0,74842.0,141621.0,0.0,0.0,0.0,0.0,0.0,False,503865.0
258,115437.0,143858.0,74592.0,141350.0,0.0,0.0,0.0,0.0,0.0,False,475237.0
259,117731.0,144383.0,68971.0,143827.0,0.0,0.0,0.0,0.0,0.0,False,474912.0
260,116639.0,157482.0,68619.0,143056.0,0.0,0.0,0.0,0.0,0.0,False,485796.0
261,116775.0,159770.0,67140.0,142654.0,0.0,0.0,0.0,0.0,0.0,False,486339.0
262,115158.0,215613.0,66818.0,141828.0,0.14977183982149575,0.0,0.14977183982149575,0.0,0.0,False,539417.0
263,116487.0,217699.0,80554.0,141919.0,0.19746143224237125,0.0,0.19746143224237125,0.0,0.0,False,556659.0
264,124946.0,158913.0,73932.0,140535.0,0.0,0.0,0.0,0.0,0.0,False,498326.0
265,117037.0,159305.0,73897.0,140639.0,0.0,0.0,0.0,0.0,0.0,False,490878.0
266,114153.0,168146.0,73538.0,140309.0,0.0,0.0,0.0,0.0,0.0,False,496146.0
267,122573.0,168319.0,73711.0,141130.0,0.0,0.0,0.0,0.0,0.0,False,505733.0
268,122271.0,168228.0,73607.0,140871.0,0.0,0.0,0.0,0.0,0.0,False,504977.0
269,122616.0,168508.0,73627.0,140900.0,0.0,0.0,0.0,0.0,0.0,False,505651.0
270,115383.0,157763.0,73967.0,128305.0,0.0,0.0,0.0,0.0,0.0,False,475418.0
271,115515.0,157849.0,74300.0,128253.0,0.0,0.0,0.0,0.0,0.0,False,475917.0
272,115773.0,157825.0,74107.0,128104.0,0.0,0.0,0.0,0.0,0.0,False,475809.0
273,115218.0,158733.0,74620.0,125962.0,0.0,0.0,0.0,0.0,0.0,False,474533.0
274,115299.0,156808.0,74391.0,125795.0,0.0,0.0,0.0,0.0,0.0,False,472293.0
275,110262.0,157121.0,75346.0,140071.0,0.0,0.0,0.0,0.0,0.0,False,482800.0
276,110420.0,157656.0,74821.0,139763.0,0.0,0.0,0.0,0.0,0.0,False,482660.0
277,110269.0,157722.0,75072.0,139806.0,0.0,0.0,0.0,0.0,0.0,False,482869.0
278,110115.0,157653.0,74040.0,138931.0,0.0,0.0,0.0,0.0,0.0,False,480739.0
